ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	2/35	193/18903	0.04951503964976877	0.23973123157165274	0.20022757044408845	CSF3/IL21	2
GO:0003416	endochondral bone growth	1/35	28/18903	0.050603545922559	0.24024401899156653	0.2006558591512815	STC1	1
GO:0021952	central nervous system projection neuron axonogenesis	1/35	28/18903	0.050603545922559	0.24024401899156653	0.2006558591512815	GLI2	1
GO:1903672	positive regulation of sprouting angiogenesis	1/35	28/18903	0.050603545922559	0.24024401899156653	0.2006558591512815	MIR126	1
GO:1903959	regulation of anion transmembrane transport	1/35	28/18903	0.050603545922559	0.24024401899156653	0.2006558591512815	SLC34A1	1
GO:0022011	myelination in peripheral nervous system	1/35	29/18903	0.052364016168530036	0.241489621300807	0.2016962072214253	ITGB4	1
GO:0031571	mitotic G1 DNA damage checkpoint signaling	1/35	29/18903	0.052364016168530036	0.241489621300807	0.2016962072214253	MUC1	1
GO:0032292	peripheral nervous system axon ensheathment	1/35	29/18903	0.052364016168530036	0.241489621300807	0.2016962072214253	ITGB4	1
GO:0097066	response to thyroid hormone	1/35	29/18903	0.052364016168530036	0.241489621300807	0.2016962072214253	SLC34A1	1
GO:0097254	renal tubular secretion	1/35	29/18903	0.052364016168530036	0.241489621300807	0.2016962072214253	STC1	1
GO:0002825	regulation of T-helper 1 type immune response	1/35	30/18903	0.054121315068291986	0.241489621300807	0.2016962072214253	IL1RL1	1
GO:0043032	positive regulation of macrophage activation	1/35	30/18903	0.054121315068291986	0.241489621300807	0.2016962072214253	IL1RL1	1
GO:0044819	mitotic G1/S transition checkpoint signaling	1/35	30/18903	0.054121315068291986	0.241489621300807	0.2016962072214253	MUC1	1
GO:1902230	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage	1/35	30/18903	0.054121315068291986	0.241489621300807	0.2016962072214253	MUC1	1
GO:0002313	mature B cell differentiation involved in immune response	1/35	31/18903	0.055875448167036934	0.241489621300807	0.2016962072214253	IL21	1
GO:0015012	heparan sulfate proteoglycan biosynthetic process	1/35	31/18903	0.055875448167036934	0.241489621300807	0.2016962072214253	HS3ST3B1	1
GO:0031069	hair follicle morphogenesis	1/35	31/18903	0.055875448167036934	0.241489621300807	0.2016962072214253	GLI2	1
GO:0098868	bone growth	1/35	31/18903	0.055875448167036934	0.241489621300807	0.2016962072214253	STC1	1
GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	1/35	31/18903	0.055875448167036934	0.241489621300807	0.2016962072214253	FGA	1
GO:0044703	multi-organism reproductive process	2/35	209/18903	0.057039418974736224	0.241489621300807	0.2016962072214253	STC1/ITGB4	2
GO:0002717	positive regulation of natural killer cell mediated immunity	1/35	32/18903	0.057626421000554595	0.241489621300807	0.2016962072214253	IL21	1
GO:0010669	epithelial structure maintenance	1/35	32/18903	0.057626421000554595	0.241489621300807	0.2016962072214253	SERPINA3	1
GO:0014044	Schwann cell development	1/35	32/18903	0.057626421000554595	0.241489621300807	0.2016962072214253	ITGB4	1
GO:0034472	snRNA 3'-end processing	1/35	32/18903	0.057626421000554595	0.241489621300807	0.2016962072214253	CT45A3	1
GO:0046825	regulation of protein export from nucleus	1/35	32/18903	0.057626421000554595	0.241489621300807	0.2016962072214253	BAG3	1
GO:0048665	neuron fate specification	1/35	32/18903	0.057626421000554595	0.241489621300807	0.2016962072214253	GLI2	1
GO:0060674	placenta blood vessel development	1/35	32/18903	0.057626421000554595	0.241489621300807	0.2016962072214253	SOCS3	1
GO:0045907	positive regulation of vasoconstriction	1/35	33/18903	0.059374239095249415	0.241489621300807	0.2016962072214253	FGA	1
GO:0048566	embryonic digestive tract development	1/35	33/18903	0.059374239095249415	0.241489621300807	0.2016962072214253	GLI2	1
GO:0060351	cartilage development involved in endochondral bone morphogenesis	1/35	33/18903	0.059374239095249415	0.241489621300807	0.2016962072214253	STC1	1
GO:0090279	regulation of calcium ion import	1/35	33/18903	0.059374239095249415	0.241489621300807	0.2016962072214253	STC1	1
GO:0098801	regulation of renal system process	1/35	33/18903	0.059374239095249415	0.241489621300807	0.2016962072214253	STC1	1
GO:1902253	regulation of intrinsic apoptotic signaling pathway by p53 class mediator	1/35	33/18903	0.059374239095249415	0.241489621300807	0.2016962072214253	MUC1	1
GO:1904893	negative regulation of receptor signaling pathway via STAT	1/35	33/18903	0.059374239095249415	0.241489621300807	0.2016962072214253	SOCS3	1
GO:0045785	positive regulation of cell adhesion	3/35	484/18903	0.05968996187925775	0.241489621300807	0.2016962072214253	FGA/GLI2/IL21	3
GO:0003382	epithelial cell morphogenesis	1/35	34/18903	0.06111890796815178	0.241489621300807	0.2016962072214253	STC1	1
GO:0009954	proximal/distal pattern formation	1/35	34/18903	0.06111890796815178	0.241489621300807	0.2016962072214253	GLI2	1
GO:0010664	negative regulation of striated muscle cell apoptotic process	1/35	34/18903	0.06111890796815178	0.241489621300807	0.2016962072214253	BAG3	1
GO:0021696	cerebellar cortex morphogenesis	1/35	34/18903	0.06111890796815178	0.241489621300807	0.2016962072214253	GLI2	1
GO:0034405	response to fluid shear stress	1/35	34/18903	0.06111890796815178	0.241489621300807	0.2016962072214253	MIR126	1
GO:0035066	positive regulation of histone acetylation	1/35	34/18903	0.06111890796815178	0.241489621300807	0.2016962072214253	MUC1	1
GO:0042044	fluid transport	1/35	34/18903	0.06111890796815178	0.241489621300807	0.2016962072214253	SLC14A1	1
GO:0048333	mesodermal cell differentiation	1/35	34/18903	0.06111890796815178	0.241489621300807	0.2016962072214253	ITGB4	1
GO:0086004	regulation of cardiac muscle cell contraction	1/35	34/18903	0.06111890796815178	0.241489621300807	0.2016962072214253	STC1	1
GO:1901797	negative regulation of signal transduction by p53 class mediator	1/35	34/18903	0.06111890796815178	0.241489621300807	0.2016962072214253	MUC1	1
GO:0043491	protein kinase B signaling	2/35	218/18903	0.06143802906842833	0.241489621300807	0.2016962072214253	CSF3/MIR126	2
GO:0044706	multi-multicellular organism process	2/35	218/18903	0.06143802906842833	0.241489621300807	0.2016962072214253	STC1/ITGB4	2
GO:0022407	regulation of cell-cell adhesion	3/35	490/18903	0.061483553889469265	0.241489621300807	0.2016962072214253	FGA/GLI2/IL21	3
GO:0001667	ameboidal-type cell migration	3/35	492/18903	0.06208708854694365	0.24278417135428162	0.20277743727362238	MIR126/STC1/ITGB4	3
GO:0001893	maternal placenta development	1/35	35/18903	0.06286043312693701	0.24278417135428162	0.20277743727362238	STC1	1
GO:0048730	epidermis morphogenesis	1/35	35/18903	0.06286043312693701	0.24278417135428162	0.20277743727362238	GLI2	1
GO:0090050	positive regulation of cell migration involved in sprouting angiogenesis	1/35	35/18903	0.06286043312693701	0.24278417135428162	0.20277743727362238	MIR126	1
GO:0019221	cytokine-mediated signaling pathway	3/35	496/18903	0.06330262136538017	0.24278417135428162	0.20277743727362238	CSF3/IL1RL1/CCL4	3
GO:0043410	positive regulation of MAPK cascade	3/35	496/18903	0.06330262136538017	0.24278417135428162	0.20277743727362238	FGA/MIR126/CCL4	3
GO:0030003	cellular cation homeostasis	3/35	499/18903	0.06422164823159657	0.24388994230026284	0.20370099582930146	STC1/CP/TMPRSS3	3
GO:0097191	extrinsic apoptotic signaling pathway	2/35	224/18903	0.06443378974139691	0.24388994230026284	0.20370099582930146	FGA/BAG3	2
GO:0006026	aminoglycan catabolic process	1/35	36/18903	0.06459882006993856	0.24388994230026284	0.20370099582930146	CHI3L2	1
GO:0033280	response to vitamin D	1/35	36/18903	0.06459882006993856	0.24388994230026284	0.20370099582930146	STC1	1
GO:0002335	mature B cell differentiation	1/35	37/18903	0.06633407428616556	0.24388994230026284	0.20370099582930146	IL21	1
GO:0007588	excretion	1/35	37/18903	0.06633407428616556	0.24388994230026284	0.20370099582930146	STC1	1
GO:0010923	negative regulation of phosphatase activity	1/35	37/18903	0.06633407428616556	0.24388994230026284	0.20370099582930146	TMEM225	1
GO:0016180	snRNA processing	1/35	37/18903	0.06633407428616556	0.24388994230026284	0.20370099582930146	CT45A3	1
GO:0021955	central nervous system neuron axonogenesis	1/35	37/18903	0.06633407428616556	0.24388994230026284	0.20370099582930146	GLI2	1
GO:0060416	response to growth hormone	1/35	37/18903	0.06633407428616556	0.24388994230026284	0.20370099582930146	SLC34A1	1
GO:0071312	cellular response to alkaloid	1/35	37/18903	0.06633407428616556	0.24388994230026284	0.20370099582930146	SLC34A1	1
GO:0010594	regulation of endothelial cell migration	2/35	230/18903	0.06747859374189073	0.24655090676925387	0.2059234782616952	MIR126/STC1	2
GO:0014037	Schwann cell differentiation	1/35	38/18903	0.06806620125531548	0.24655090676925387	0.2059234782616952	ITGB4	1
GO:0030851	granulocyte differentiation	1/35	38/18903	0.06806620125531548	0.24655090676925387	0.2059234782616952	CSF3	1
GO:1902229	regulation of intrinsic apoptotic signaling pathway in response to DNA damage	1/35	38/18903	0.06806620125531548	0.24655090676925387	0.2059234782616952	MUC1	1
GO:2001234	negative regulation of apoptotic signaling pathway	2/35	233/18903	0.06901895504151372	0.2490794761276768	0.20803538206337016	FGA/MUC1	2
GO:0030201	heparan sulfate proteoglycan metabolic process	1/35	40/18903	0.0715210953247174	0.25193083440072495	0.21041688461410246	HS3ST3B1	1
GO:0042307	positive regulation of protein import into nucleus	1/35	40/18903	0.0715210953247174	0.25193083440072495	0.21041688461410246	BAG3	1
GO:0045740	positive regulation of DNA replication	1/35	40/18903	0.0715210953247174	0.25193083440072495	0.21041688461410246	GLI2	1
GO:0046627	negative regulation of insulin receptor signaling pathway	1/35	40/18903	0.0715210953247174	0.25193083440072495	0.21041688461410246	SOCS3	1
GO:1903115	regulation of actin filament-based movement	1/35	40/18903	0.0715210953247174	0.25193083440072495	0.21041688461410246	STC1	1
GO:2000758	positive regulation of peptidyl-lysine acetylation	1/35	40/18903	0.0715210953247174	0.25193083440072495	0.21041688461410246	MUC1	1
GO:0007160	cell-matrix adhesion	2/35	238/18903	0.07161224127137171	0.25193083440072495	0.21041688461410246	FGA/ITGB4	2
GO:0006040	amino sugar metabolic process	1/35	41/18903	0.07324387333795168	0.2558303861589884	0.2136738560535734	CHI3L2	1
GO:0050850	positive regulation of calcium-mediated signaling	1/35	41/18903	0.07324387333795168	0.2558303861589884	0.2136738560535734	CCL4	1
GO:0021587	cerebellum morphogenesis	1/35	42/18903	0.07496354593010335	0.2563438738448989	0.21410272963474497	GLI2	1
GO:0021983	pituitary gland development	1/35	42/18903	0.07496354593010335	0.2563438738448989	0.21410272963474497	GLI2	1
GO:0050892	intestinal absorption	1/35	42/18903	0.07496354593010335	0.2563438738448989	0.21410272963474497	NPC1L1	1
GO:1900077	negative regulation of cellular response to insulin stimulus	1/35	42/18903	0.07496354593010335	0.2563438738448989	0.21410272963474497	SOCS3	1
GO:2000249	regulation of actin cytoskeleton reorganization	1/35	42/18903	0.07496354593010335	0.2563438738448989	0.21410272963474497	CSF3	1
GO:2000403	positive regulation of lymphocyte migration	1/35	42/18903	0.07496354593010335	0.2563438738448989	0.21410272963474497	CCL4	1
GO:0032689	negative regulation of interferon-gamma production	1/35	44/18903	0.07839359657544465	0.26292764926552836	0.2196016099774514	IL1RL1	1
GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	1/35	44/18903	0.07839359657544465	0.26292764926552836	0.2196016099774514	MUC1	1
GO:0090317	negative regulation of intracellular protein transport	1/35	44/18903	0.07839359657544465	0.26292764926552836	0.2196016099774514	BAG3	1
GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	1/35	44/18903	0.07839359657544465	0.26292764926552836	0.2196016099774514	FGA	1
GO:1903214	regulation of protein targeting to mitochondrion	1/35	44/18903	0.07839359657544465	0.26292764926552836	0.2196016099774514	BAG3	1
GO:0050870	positive regulation of T cell activation	2/35	251/18903	0.07850191573163015	0.26292764926552836	0.2196016099774514	GLI2/IL21	2
GO:0010951	negative regulation of endopeptidase activity	2/35	252/18903	0.07904042304043941	0.26382776018276366	0.22035339780629065	SERPINA3/PAPLN	2
GO:0006775	fat-soluble vitamin metabolic process	1/35	45/18903	0.08010398546774322	0.26466789793058404	0.22105509503189458	NPC1L1	1
GO:0021575	hindbrain morphogenesis	1/35	45/18903	0.08010398546774322	0.26466789793058404	0.22105509503189458	GLI2	1
GO:0030890	positive regulation of B cell proliferation	1/35	45/18903	0.08010398546774322	0.26466789793058404	0.22105509503189458	IL21	1
GO:0021517	ventral spinal cord development	1/35	46/18903	0.08181129061720893	0.2684947725625179	0.2242513653089161	GLI2	1
GO:0042088	T-helper 1 type immune response	1/35	46/18903	0.08181129061720893	0.2684947725625179	0.2242513653089161	IL1RL1	1
GO:0042269	regulation of natural killer cell mediated cytotoxicity	1/35	47/18903	0.0835155174204335	0.26925338508928415	0.22488497129403132	IL21	1
GO:0051180	vitamin transport	1/35	47/18903	0.0835155174204335	0.26925338508928415	0.22488497129403132	NPC1L1	1
GO:0060711	labyrinthine layer development	1/35	47/18903	0.0835155174204335	0.26925338508928415	0.22488497129403132	SOCS3	1
GO:0010466	negative regulation of peptidase activity	2/35	263/18903	0.08504116794561062	0.26925338508928415	0.22488497129403132	SERPINA3/PAPLN	2
GO:1903522	regulation of blood circulation	2/35	263/18903	0.08504116794561062	0.26925338508928415	0.22488497129403132	FGA/STC1	2
GO:0006953	acute-phase response	1/35	48/18903	0.08521667126484811	0.26925338508928415	0.22488497129403132	SERPINA3	1
GO:0032620	interleukin-17 production	1/35	48/18903	0.08521667126484811	0.26925338508928415	0.22488497129403132	IL21	1
GO:0032660	regulation of interleukin-17 production	1/35	48/18903	0.08521667126484811	0.26925338508928415	0.22488497129403132	IL21	1
GO:0035305	negative regulation of dephosphorylation	1/35	48/18903	0.08521667126484811	0.26925338508928415	0.22488497129403132	TMEM225	1
GO:0045747	positive regulation of Notch signaling pathway	1/35	48/18903	0.08521667126484811	0.26925338508928415	0.22488497129403132	MIR126	1
GO:1903587	regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	1/35	48/18903	0.08521667126484811	0.26925338508928415	0.22488497129403132	MIR126	1
GO:0007602	phototransduction	1/35	49/18903	0.08691475752874256	0.26925338508928415	0.22488497129403132	RGR	1
GO:0033628	regulation of cell adhesion mediated by integrin	1/35	49/18903	0.08691475752874256	0.26925338508928415	0.22488497129403132	MUC1	1
GO:0048546	digestive tract morphogenesis	1/35	49/18903	0.08691475752874256	0.26925338508928415	0.22488497129403132	GLI2	1
GO:0055081	anion homeostasis	1/35	49/18903	0.08691475752874256	0.26925338508928415	0.22488497129403132	SLC34A1	1
GO:0070509	calcium ion import	1/35	49/18903	0.08691475752874256	0.26925338508928415	0.22488497129403132	STC1	1
GO:0051924	regulation of calcium ion transport	2/35	268/18903	0.08781422094138881	0.26925338508928415	0.22488497129403132	STC1/CCL4	2
GO:0021515	cell differentiation in spinal cord	1/35	50/18903	0.08860978158127719	0.26925338508928415	0.22488497129403132	GLI2	1
GO:0021695	cerebellar cortex development	1/35	50/18903	0.08860978158127719	0.26925338508928415	0.22488497129403132	GLI2	1
GO:0030195	negative regulation of blood coagulation	1/35	50/18903	0.08860978158127719	0.26925338508928415	0.22488497129403132	FGA	1
GO:1902041	regulation of extrinsic apoptotic signaling pathway via death domain receptors	1/35	50/18903	0.08860978158127719	0.26925338508928415	0.22488497129403132	FGA	1
GO:1903747	regulation of establishment of protein localization to mitochondrion	1/35	50/18903	0.08860978158127719	0.26925338508928415	0.22488497129403132	BAG3	1
GO:0031348	negative regulation of defense response	2/35	272/18903	0.09005242116218605	0.26925338508928415	0.22488497129403132	MIR126/SOCS3	2
GO:0002715	regulation of natural killer cell mediated immunity	1/35	51/18903	0.09030174878250019	0.26925338508928415	0.22488497129403132	IL21	1
GO:0019083	viral transcription	1/35	51/18903	0.09030174878250019	0.26925338508928415	0.22488497129403132	CCL4	1
GO:0101023	vascular endothelial cell proliferation	1/35	51/18903	0.09030174878250019	0.26925338508928415	0.22488497129403132	MIR126	1
GO:1900047	negative regulation of hemostasis	1/35	51/18903	0.09030174878250019	0.26925338508928415	0.22488497129403132	FGA	1
GO:1901985	positive regulation of protein acetylation	1/35	51/18903	0.09030174878250019	0.26925338508928415	0.22488497129403132	MUC1	1
GO:1903793	positive regulation of anion transport	1/35	51/18903	0.09030174878250019	0.26925338508928415	0.22488497129403132	SLC34A1	1
GO:1905562	regulation of vascular endothelial cell proliferation	1/35	51/18903	0.09030174878250019	0.26925338508928415	0.22488497129403132	MIR126	1
GO:1903039	positive regulation of leukocyte cell-cell adhesion	2/35	275/18903	0.09174235883415359	0.2727174071118608	0.22777818094801855	GLI2/IL21	2
GO:0002639	positive regulation of immunoglobulin production	1/35	53/18903	0.09367653402572362	0.2742983541232267	0.22909861457283812	IL21	1
GO:0009584	detection of visible light	1/35	53/18903	0.09367653402572362	0.2742983541232267	0.22909861457283812	RGR	1
GO:0010656	negative regulation of muscle cell apoptotic process	1/35	53/18903	0.09367653402572362	0.2742983541232267	0.22909861457283812	BAG3	1
GO:0010662	regulation of striated muscle cell apoptotic process	1/35	53/18903	0.09367653402572362	0.2742983541232267	0.22909861457283812	BAG3	1
GO:0030838	positive regulation of actin filament polymerization	1/35	53/18903	0.09367653402572362	0.2742983541232267	0.22909861457283812	CSF3	1
GO:0043542	endothelial cell migration	2/35	281/18903	0.09515060496017784	0.27674022778057483	0.23113810866185136	MIR126/STC1	2
GO:0051258	protein polymerization	2/35	281/18903	0.09515060496017784	0.27674022778057483	0.23113810866185136	FGA/CSF3	2
GO:0050819	negative regulation of coagulation	1/35	54/18903	0.09535936274238621	0.27674022778057483	0.23113810866185136	FGA	1
GO:0043547	positive regulation of GTPase activity	2/35	283/18903	0.09629493088687907	0.27749793721063626	0.23177096036535763	TBC1D3E/CCL4	2
GO:0002043	blood vessel endothelial cell proliferation involved in sprouting angiogenesis	1/35	55/18903	0.09703915595709367	0.27749793721063626	0.23177096036535763	MIR126	1
GO:0055078	sodium ion homeostasis	1/35	55/18903	0.09703915595709367	0.27749793721063626	0.23177096036535763	TMPRSS3	1
GO:0071320	cellular response to cAMP	1/35	55/18903	0.09703915595709367	0.27749793721063626	0.23177096036535763	STC1	1
GO:0071385	cellular response to glucocorticoid stimulus	1/35	55/18903	0.09703915595709367	0.27749793721063626	0.23177096036535763	STC1	1
GO:0043551	regulation of phosphatidylinositol 3-kinase activity	1/35	56/18903	0.09871591898455023	0.2814698797868517	0.2350883938376891	SOCS3	1
GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	1/35	57/18903	0.10038965713043746	0.28437335449064804	0.2375134249109277	IL1RL1	1
GO:0010658	striated muscle cell apoptotic process	1/35	57/18903	0.10038965713043746	0.28437335449064804	0.2375134249109277	BAG3	1
GO:0010632	regulation of epithelial cell migration	2/35	292/18903	0.1014938769426566	0.28437335449064804	0.2375134249109277	MIR126/STC1	2
GO:0006695	cholesterol biosynthetic process	1/35	58/18903	0.1020603756914289	0.28437335449064804	0.2375134249109277	NPC1L1	1
GO:0006826	iron ion transport	1/35	58/18903	0.1020603756914289	0.28437335449064804	0.2375134249109277	CP	1
GO:0050732	negative regulation of peptidyl-tyrosine phosphorylation	1/35	58/18903	0.1020603756914289	0.28437335449064804	0.2375134249109277	SOCS3	1
GO:0060350	endochondral bone morphogenesis	1/35	58/18903	0.1020603756914289	0.28437335449064804	0.2375134249109277	STC1	1
GO:1902653	secondary alcohol biosynthetic process	1/35	58/18903	0.1020603756914289	0.28437335449064804	0.2375134249109277	NPC1L1	1
GO:0051222	positive regulation of protein transport	2/35	294/18903	0.10265993729553435	0.2844413296170633	0.23757019888369516	FGA/BAG3	2
GO:0001912	positive regulation of leukocyte mediated cytotoxicity	1/35	59/18903	0.10372807995520128	0.2844413296170633	0.23757019888369516	IL21	1
GO:0006611	protein export from nucleus	1/35	59/18903	0.10372807995520128	0.2844413296170633	0.23757019888369516	BAG3	1
GO:0042306	regulation of protein import into nucleus	1/35	59/18903	0.10372807995520128	0.2844413296170633	0.23757019888369516	BAG3	1
GO:0030217	T cell differentiation	2/35	296/18903	0.10382981050438814	0.2844413296170633	0.23757019888369516	GLI2/IL21	2
GO:0042886	amide transport	2/35	296/18903	0.10382981050438814	0.2844413296170633	0.23757019888369516	FGA/SLC14A1	2
GO:0001658	branching involved in ureteric bud morphogenesis	1/35	60/18903	0.10539277520045554	0.28631703929457086	0.23913682326185234	HS3ST3B1	1
GO:0046686	response to cadmium ion	1/35	60/18903	0.10539277520045554	0.28631703929457086	0.23913682326185234	SLC34A1	1
GO:1903670	regulation of sprouting angiogenesis	1/35	60/18903	0.10539277520045554	0.28631703929457086	0.23913682326185234	MIR126	1
GO:0034113	heterotypic cell-cell adhesion	1/35	61/18903	0.10705446669692575	0.28813406556064386	0.24065443426440605	FGA	1
GO:0060135	maternal process involved in female pregnancy	1/35	61/18903	0.10705446669692575	0.28813406556064386	0.24065443426440605	STC1	1
GO:1900024	regulation of substrate adhesion-dependent cell spreading	1/35	61/18903	0.10705446669692575	0.28813406556064386	0.24065443426440605	FGA	1
GO:0043588	skin development	2/35	302/18903	0.10736188736232496	0.28813406556064386	0.24065443426440605	GLI2/ITGB4	2
GO:0002820	negative regulation of adaptive immune response	1/35	62/18903	0.1087131597053963	0.28813406556064386	0.24065443426440605	IL1RL1	1
GO:0030166	proteoglycan biosynthetic process	1/35	62/18903	0.1087131597053963	0.28813406556064386	0.24065443426440605	HS3ST3B1	1
GO:0032387	negative regulation of intracellular transport	1/35	62/18903	0.1087131597053963	0.28813406556064386	0.24065443426440605	BAG3	1
GO:0043030	regulation of macrophage activation	1/35	62/18903	0.1087131597053963	0.28813406556064386	0.24065443426440605	IL1RL1	1
GO:0046824	positive regulation of nucleocytoplasmic transport	1/35	62/18903	0.1087131597053963	0.28813406556064386	0.24065443426440605	BAG3	1
GO:0019731	antibacterial humoral response	1/35	63/18903	0.11036885947771802	0.29173174207894115	0.24365927440884552	FGA	1
GO:0019229	regulation of vasoconstriction	1/35	64/18903	0.11202157125681989	0.29255759898379563	0.244349044033393	FGA	1
GO:0071384	cellular response to corticosteroid stimulus	1/35	64/18903	0.11202157125681989	0.29255759898379563	0.244349044033393	STC1	1
GO:1904951	positive regulation of establishment of protein localization	2/35	310/18903	0.11212217601702819	0.29255759898379563	0.244349044033393	FGA/BAG3	2
GO:0001885	endothelial cell development	1/35	65/18903	0.1136713002767259	0.29255759898379563	0.244349044033393	STC1	1
GO:0016126	sterol biosynthetic process	1/35	65/18903	0.1136713002767259	0.29255759898379563	0.244349044033393	NPC1L1	1
GO:0035065	regulation of histone acetylation	1/35	65/18903	0.1136713002767259	0.29255759898379563	0.244349044033393	MUC1	1
GO:0048247	lymphocyte chemotaxis	1/35	65/18903	0.1136713002767259	0.29255759898379563	0.244349044033393	CCL4	1
GO:0018105	peptidyl-serine phosphorylation	2/35	313/18903	0.11392178991175646	0.29255759898379563	0.244349044033393	CSF3/TSSK2	2
GO:0006879	cellular iron ion homeostasis	1/35	66/18903	0.11531805176256937	0.29255759898379563	0.244349044033393	CP	1
GO:0016073	snRNA metabolic process	1/35	66/18903	0.11531805176256937	0.29255759898379563	0.244349044033393	CT45A3	1
GO:0031343	positive regulation of cell killing	1/35	66/18903	0.11531805176256937	0.29255759898379563	0.244349044033393	IL21	1
GO:0034605	cellular response to heat	1/35	66/18903	0.11531805176256937	0.29255759898379563	0.244349044033393	BAG3	1
GO:0060675	ureteric bud morphogenesis	1/35	66/18903	0.11531805176256937	0.29255759898379563	0.244349044033393	HS3ST3B1	1
GO:0030198	extracellular matrix organization	2/35	318/18903	0.11693819261709762	0.29255759898379563	0.244349044033393	MIA/PAPLN	2
GO:0030888	regulation of B cell proliferation	1/35	67/18903	0.11696183093060641	0.29255759898379563	0.244349044033393	IL21	1
GO:0031638	zymogen activation	1/35	67/18903	0.11696183093060641	0.29255759898379563	0.244349044033393	FGA	1
GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	1/35	67/18903	0.11696183093060641	0.29255759898379563	0.244349044033393	IL21	1
GO:0072171	mesonephric tubule morphogenesis	1/35	67/18903	0.11696183093060641	0.29255759898379563	0.244349044033393	HS3ST3B1	1
GO:0043062	extracellular structure organization	2/35	319/18903	0.11754398539133862	0.29255759898379563	0.244349044033393	MIA/PAPLN	2
GO:0009583	detection of light stimulus	1/35	68/18903	0.11860264298823109	0.29255759898379563	0.244349044033393	RGR	1
GO:0038034	signal transduction in absence of ligand	1/35	68/18903	0.11860264298823109	0.29255759898379563	0.244349044033393	BAG3	1
GO:0042093	T-helper cell differentiation	1/35	68/18903	0.11860264298823109	0.29255759898379563	0.244349044033393	IL21	1
GO:0043550	regulation of lipid kinase activity	1/35	68/18903	0.11860264298823109	0.29255759898379563	0.244349044033393	SOCS3	1
GO:0046854	phosphatidylinositol phosphate biosynthetic process	1/35	68/18903	0.11860264298823109	0.29255759898379563	0.244349044033393	SOCS3	1
GO:0048663	neuron fate commitment	1/35	68/18903	0.11860264298823109	0.29255759898379563	0.244349044033393	GLI2	1
GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	1/35	68/18903	0.11860264298823109	0.29255759898379563	0.244349044033393	BAG3	1
GO:0045229	external encapsulating structure organization	2/35	321/18903	0.11875804375927082	0.29255759898379563	0.244349044033393	MIA/PAPLN	2
GO:0046847	filopodium assembly	1/35	69/18903	0.12024049313399243	0.29472481775700404	0.24615914172794653	ITGB4	1
GO:2000401	regulation of lymphocyte migration	1/35	69/18903	0.12024049313399243	0.29472481775700404	0.24615914172794653	CCL4	1
GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	1/35	70/18903	0.12187538655760444	0.2965028061028287	0.24764414760068357	IL21	1
GO:0030193	regulation of blood coagulation	1/35	70/18903	0.12187538655760444	0.2965028061028287	0.24764414760068357	FGA	1
GO:0032722	positive regulation of chemokine production	1/35	70/18903	0.12187538655760444	0.2965028061028287	0.24764414760068357	IL1RL1	1
GO:0071496	cellular response to external stimulus	2/35	328/18903	0.12303270100151585	0.2967817376272368	0.24787711591727027	SLC34A1/BAG3	2
GO:0002287	alpha-beta T cell activation involved in immune response	1/35	71/18903	0.12350732843996459	0.2967817376272368	0.24787711591727027	IL21	1
GO:0002293	alpha-beta T cell differentiation involved in immune response	1/35	71/18903	0.12350732843996459	0.2967817376272368	0.24787711591727027	IL21	1
GO:0002548	monocyte chemotaxis	1/35	71/18903	0.12350732843996459	0.2967817376272368	0.24787711591727027	CCL4	1
GO:0070527	platelet aggregation	1/35	71/18903	0.12350732843996459	0.2967817376272368	0.24787711591727027	FGA	1
GO:0046626	regulation of insulin receptor signaling pathway	1/35	72/18903	0.12513632395316543	0.2975379516425817	0.24850871862516782	SOCS3	1
GO:1900046	regulation of hemostasis	1/35	72/18903	0.12513632395316543	0.2975379516425817	0.24850871862516782	FGA	1
GO:1900076	regulation of cellular response to insulin stimulus	1/35	72/18903	0.12513632395316543	0.2975379516425817	0.24850871862516782	SOCS3	1
GO:0018209	peptidyl-serine modification	2/35	332/18903	0.1254926791535761	0.2975379516425817	0.24850871862516782	CSF3/TSSK2	2
GO:0071260	cellular response to mechanical stimulus	1/35	73/18903	0.12676237826051184	0.2975379516425817	0.24850871862516782	BAG3	1
GO:0071677	positive regulation of mononuclear cell migration	1/35	73/18903	0.12676237826051184	0.2975379516425817	0.24850871862516782	CCL4	1
GO:0060562	epithelial tube morphogenesis	2/35	335/18903	0.12734569407682497	0.2975379516425817	0.24850871862516782	HS3ST3B1/GLI2	2
GO:0071214	cellular response to abiotic stimulus	2/35	335/18903	0.12734569407682497	0.2975379516425817	0.24850871862516782	RGR/BAG3	2
